question,ground_truth
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule EV.11.3.1 state exactly? Answer with only the text of the rule and no other words.,The TSMS EV.7.9.3 must be locked in the OFF position when any work is done on the vehicle.
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule EV.11.3.2 state exactly? Answer with only the text of the rule and no other words.,"The HVD EV.5.5 must be disconnected when vehicles are:
a. Moved around the competition site
b. Participating in Static Events"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule EV.11.4.1 state exactly? Answer with only the text of the rule and no other words.,"The following work activities at competition are allowed only in the designated area and
during Electrical Technical Inspection IN.4 See EV.5.3.3
a. Opening Accumulator Containers
b. Any work on Accumulators, cells, or Segments
c. Energized electrical work"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule EV.11.4.2 state exactly? Answer with only the text of the rule and no other words.,"Accumulator cells and/or Accumulator Segment(s) must be moved at the competition site
inside one of the two:
a. Completely closed Accumulator Container EV.4.3 See EV.4.10.2
b. Segment/Cell Transport Container EV.11.4.3"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule EV.11.4.3 state exactly? Answer with only the text of the rule and no other words.,"The Segment/Cell Transport Container(s) must be:
a. Electrically insulated
b. Protected from shock hazards and arc flash"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule EV.11.4.4 state exactly? Answer with only the text of the rule and no other words.,"Segments/Cells inside the Transport Container must agree with the voltage and energy limits
of EV.5.1.2"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule EV.11.5.1 state exactly? Answer with only the text of the rule and no other words.,"Accumulators must be removed from the vehicle inside the Accumulator Container and placed
on the Accumulator Container Hand Cart EV.4.10 for Charging."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule EV.11.5.2 state exactly? Answer with only the text of the rule and no other words.,Accumulator Charging must occur only inside the designated area
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule EV.11.5.3 state exactly? Answer with only the text of the rule and no other words.,"A team member(s) who has knowledge of the Charging process must stay with the
Accumulator(s) during Charging"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule EV.11.5.4 state exactly? Answer with only the text of the rule and no other words.,"Each Accumulator Container(s) must have a label with the following data during Charging:
Team name and Electrical System Officer phone number(s)"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule EV.11.5.5 state exactly? Answer with only the text of the rule and no other words.,Additional site specific rules or policies may apply
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.1.1 state exactly? Answer with only the text of the rule and no other words.,"Inspection Required
Each vehicle must pass all applicable parts of Technical Inspection, receive Inspection
Approval IN.13.1 and show the Inspection Sticker IN.13.2 before it may participate in any
Dynamic event."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.1.2.1 state exactly? Answer with only the text of the rule and no other words.,"The exact procedures and instruments used for inspection and testing are entirely at the
discretion of the Chief Technical Inspector(s)."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.1.2.2 state exactly? Answer with only the text of the rule and no other words.,"Decisions of the Chief Technical Inspector(s) and the Organizer concerning vehicle compliance
are final."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.1.3 state exactly? Answer with only the text of the rule and no other words.,"Team Responsibility
Teams must make sure that their vehicle, and the required equipment, obeys the Formula SAE
Rules before Technical Inspection."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.1.4 state exactly? Answer with only the text of the rule and no other words.,"Reinspection
Officials may Reinspect any vehicle at any time during the competition IN.15"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.2.1.1 state exactly? Answer with only the text of the rule and no other words.,"Vehicles must be presented for Technical Inspection in finished condition, fully assembled,
complete and ready to run."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.2.1.2 state exactly? Answer with only the text of the rule and no other words.,"Technical inspectors will not inspect any vehicle presented for inspection in an unfinished
state."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.2.2.1 state exactly? Answer with only the text of the rule and no other words.,"Allowable dimensions are absolute, and do not have any tolerance unless specifically stated."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.2.2.3 state exactly? Answer with only the text of the rule and no other words.,No allowance is given for measurement accuracy or error.
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.2.3 state exactly? Answer with only the text of the rule and no other words.,"Visible Access
All items on the Technical Inspection Form must be clearly visible to the technical inspectors
without using instruments such as endoscopes or mirrors.
Methods to provide visible access include but are not limited to removable body panels, access
panels, and other components"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.2.4.1 state exactly? Answer with only the text of the rule and no other words.,"Technical Inspection will examine all items included on the Technical Inspection Form to make
sure the vehicle and other equipment obeys the Rules."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.2.4.2 state exactly? Answer with only the text of the rule and no other words.,Technical Inspectors may examine any other items at their discretion
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.2.5 state exactly? Answer with only the text of the rule and no other words.,"Correction
If any part of a vehicle does not comply with the rules, or is otherwise a concern, the team
must:
• Correct the problem
• Continue Inspection or have the vehicle Reinspected"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.2.6.1 state exactly? Answer with only the text of the rule and no other words.,"Officials may mark, seal, or designate items or areas which have been inspected to document
the inspection and reduce the chance of tampering"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.2.6.2 state exactly? Answer with only the text of the rule and no other words.,Damaged or lost marks or seals require Reinspection IN.15
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.3 state exactly? Answer with only the text of the rule and no other words.,"INITIAL INSPECTION
Bring these to Initial Inspection:
• Technical Inspection Form
• All Driver Equipment per VE.3 to be used by each driver
• Fire Extinguishers (for paddock and vehicle) VE.2.3
• Wet Tires V.4.3.2"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.4 state exactly? Answer with only the text of the rule and no other words.,ELECTRICAL TECHNICAL INSPECTION (EV ONLY)
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.4.1 state exactly? Answer with only the text of the rule and no other words.,"Inspection Items
Bring these to Electrical Technical Inspection:
• Charger(s) for the Accumulator(s) EV.8.1
• Accumulator Container Hand Cart EV.4.10
• Spare Accumulator(s) (if applicable) EV.5.1.4
• Electrical Systems Form (ESF) and Component Data Sheets EV.2
• Copies of any submitted Rules Questions with the received answer GR.7
The following basic tools in good condition:
• Insulated cable shears
• Insulated screw drivers
• Multimeter with protected probe tips
• Insulated tools, if screwed connections are used in the Tractive System
• Face Shield
• HV insulating gloves which are 12 months or less from their test date
• Two HV insulating blankets of minimum 0.83 m² each
• Safety glasses with side shields for all team members that might work on the Tractive
System or Accumulator"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.4.2 state exactly? Answer with only the text of the rule and no other words.,"Accumulator Inspection
The Accumulator(s) and associated equipment (Hand Cart, Chargers, etc) may be inspected
during Electrical Technical Inspection, or separately from the rest of Electrical Technical
Inspection."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.4.3.1 state exactly? Answer with only the text of the rule and no other words.,"If the Accumulator Container(s) is not easily accessible during Electrical Tech Inspection,
provide detailed pictures of the internals taken during assembly"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.4.3.2 state exactly? Answer with only the text of the rule and no other words.,Tech inspectors may require access to check any Accumulator(s) for rules compliance
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.4.4.1 state exactly? Answer with only the text of the rule and no other words.,"The Insulation Monitoring Device will be tested by connecting a resistor between the Tractive
System Measuring Points (EV.5.8), and several electrically conductive vehicle parts while the
Tractive System is active"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.4.4.2 state exactly? Answer with only the text of the rule and no other words.,"The test passes if the IMD shuts down the Tractive System in 30 seconds or less at a fault
resistance of 50% below the response value corresponding to 250 Ohm / Volt"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.4.5.1 state exactly? Answer with only the text of the rule and no other words.,"The insulation resistance between the Tractive System and GLV System Ground will be
measured."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.4.5.2 state exactly? Answer with only the text of the rule and no other words.,"The available measurement voltages are 250 V and 500 V. All vehicles with a maximum
nominal operation voltage below 500 V will be measured with the next available voltage level.
All teams with a system voltage of 500 V or more will be measured with 500 V."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.4.5.3 state exactly? Answer with only the text of the rule and no other words.,"To pass the Insulation Measurement Test the measured insulation resistance must be
minimum 500 Ohm/Volt related to the maximum nominal Tractive System operation voltage."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.4.6 state exactly? Answer with only the text of the rule and no other words.,"Ready to Drive Sound
The sound level will be measured with a free field microphone placed free from obstructions
in a radius of 2 m around the vehicle against the criteria in EV.9.5"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.4.7.1 state exactly? Answer with only the text of the rule and no other words.,"All or portions of the Tractive System, Charger and other components may be sealed IN.2.6"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.4.7.2 state exactly? Answer with only the text of the rule and no other words.,"Additional monitoring to verify conformance to rules may be installed. Refer to the Event
Website for further information."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.4.7.3 state exactly? Answer with only the text of the rule and no other words.,"Electric Vehicles must pass Electrical Technical Inspection and Mechanical Technical Inspection
before the vehicle may attempt any further Inspections. See EV.11.3.2"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.5 state exactly? Answer with only the text of the rule and no other words.,"DRIVER COCKPIT CHECKS
The Clearance Checks and Egress Test may be performed separately or in conjunction with
other parts of Technical Inspection"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.5.1 state exactly? Answer with only the text of the rule and no other words.,"Driver Clearance
Each driver in the normal driving position is checked for the three:
• Helmet clearance F.5.6.3
• Head Restraint positioning T.2.8.5
• Harness fit and adjustment T.2.5, T.2.6, T.2.7"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.5.2.1 state exactly? Answer with only the text of the rule and no other words.,Each driver must be able to exit to the side of the vehicle in no more than 5 seconds.
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.5.2.2 state exactly? Answer with only the text of the rule and no other words.,"The Egress Test will be conducted for each driver as follows:
a. The driver must wear the specified Driver Equipment VE.3.2, VE.3.3
b. Egress time begins with the driver in the fully seated position, with hands in driving
position on the connected steering wheel.
c. Egress test may have the driver touch the (IC) Cockpit Main Switch IC.9.4 (EV) Shutdown
Button EV.7.10.4
d. Egress time will stop when the driver has both feet on the pavement."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.5.3 state exactly? Answer with only the text of the rule and no other words.,Driver Clearance and Egress Test Completion
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.5.3.1 state exactly? Answer with only the text of the rule and no other words.,"To drive the vehicle, each team driver must:
a. Meet the Driver Clearance requirements IN.5.1
b. Successfully complete the Egress Test IN.5.2"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.5.3.2 state exactly? Answer with only the text of the rule and no other words.,A driver(s) must complete the Driver Cockpit Checks to pass Mechanical Inspection
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.6 state exactly? Answer with only the text of the rule and no other words.,"DRIVER TEMPLATE INSPECTIONS
The Driver Template Inspection will be conducted as part of the Mechanical Inspection"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.6.1 state exactly? Answer with only the text of the rule and no other words.,"Conduct
The Driver Template shown in F.5.6.4 will be positioned as given in F.5.6.5"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.6.2 state exactly? Answer with only the text of the rule and no other words.,"Driver Template Clearance Criteria
To pass Mechanical Technical Inspection, the Driver Template must meet the clearance
specified in F.5.6.3"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.7 state exactly? Answer with only the text of the rule and no other words.,"COCKPIT TEMPLATE INSPECTIONS
The Cockpit Template Inspections will be conducted as part of the Mechanical Inspection"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.7.1.1 state exactly? Answer with only the text of the rule and no other words.,The Cockpit Opening will be checked using the template and procedure given in T.1.1
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.7.1.2 state exactly? Answer with only the text of the rule and no other words.,The Internal Cross Section will be checked using the template and procedure given in T.1.2
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.7.2 state exactly? Answer with only the text of the rule and no other words.,"Cockpit Template Criteria
To pass Mechanical Technical Inspection, both Cockpit Templates must fit as described."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.8.1 state exactly? Answer with only the text of the rule and no other words.,"Inspection Items
The following items must be brought to Mechanical Technical Inspection:
• Vehicle on Dry Tires V.4.3.1
• Technical Inspection Form
• Push Bar VE.2.2
• Structural Equivalency Spreadsheet (SES) – electronic copy F.2.1
• Monocoque Laminate Test Specimens (if applicable) F.4.3
• The Impact Attenuator that was tested (if applicable) F.8.8.7
• Accumulator Container samples (EV only) (if applicable) F.10.2.1.c, F.10.2.2.c
• Electronic copies of any submitted Rules Questions with the received answer GR.7"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.8.2 state exactly? Answer with only the text of the rule and no other words.,Aerodynamic Devices Stability and Strength
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.8.2.1 state exactly? Answer with only the text of the rule and no other words.,"Any Aerodynamic Devices may be checked by pushing on the device in any direction and at
any point.
The following is guidance, but actual conformance will be up to technical inspectors at the
respective competitions. The intent is to reduce the likelihood of wings detaching"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.8.2.2 state exactly? Answer with only the text of the rule and no other words.,"If any deflection is significant, then a force of approximately 200 N may be applied.
a. Loaded deflection should not be more than 25 mm
b. Any permanent deflection less than 5 mm"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.8.2.3 state exactly? Answer with only the text of the rule and no other words.,"If any vehicle on track is observed to have large, uncontrolled movements of Aerodynamic
Devices, then officials may Black Flag the vehicle for IN.15 Reinspection."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.8.3.1 state exactly? Answer with only the text of the rule and no other words.,Dimensions of the Monocoque will be confirmed F.7.1.4
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.8.3.2 state exactly? Answer with only the text of the rule and no other words.,"When the Front Hoop is integrally bonded or laminated to the monocoque F.7.4.3, provide:
a. Documentation that shows dimensions on the tubes
b. Pictures of the dimensioned tube being included in the layup"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.8.3.3 state exactly? Answer with only the text of the rule and no other words.,"For items which cannot be verified by an inspector, the team must provide documentation,
visual and/or written, that the requirements have been met."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.8.3.4 state exactly? Answer with only the text of the rule and no other words.,"A team found to be improperly presenting any evidence of the manufacturing process may be
barred from competing with a monocoque."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.8.4 state exactly? Answer with only the text of the rule and no other words.,"Engine Inspection (IC Only)
The organizer may measure or tear down engines to confirm conformance to the rules."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.8.5 state exactly? Answer with only the text of the rule and no other words.,"Mechanical Inspection Completion
All vehicles must pass Mechanical Technical Inspection before a vehicle may attempt any
further inspections."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.9.1 state exactly? Answer with only the text of the rule and no other words.,"Tilt Test Requirements
a. The vehicle must contain the maximum amount of fluids it may carry
b. The tallest driver must be seated in the normal driving position
c. Tilt tests may be conducted in one or the other, or both directions in order to pass
d. (IC only) Engines fitted with mechanically actuated fuel pumps must be run to fill and
pressure the system downstream of the High Pressure pump. See IC.6.2"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.9.2.1 state exactly? Answer with only the text of the rule and no other words.,No fluid leakage of any type when the vehicle is tilted to a 45° angle to the horizontal
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.9.2.2 state exactly? Answer with only the text of the rule and no other words.,"Vehicle does not roll when tilted at an angle of 60° to the horizontal, corresponding to 1.7 g."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.9.3 state exactly? Answer with only the text of the rule and no other words.,"Tilt Test Completion
Tilt Tests must be passed before a vehicle may attempt any further inspections"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.1.1 state exactly? Answer with only the text of the rule and no other words.,"The sound level will be measured during a stationary test, with the vehicle gearbox in neutral
at the defined Test Speed"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.1.2 state exactly? Answer with only the text of the rule and no other words.,"Measurements will be made with a free field microphone placed:
• free from obstructions
• at the Exhaust Outlet vertical level IC.7.2.2
• 0.5 m from the end of the Exhaust Outlet IC.7.2.2
• at an angle of 45° with the outlet in the horizontal plane (see IN.10.2.2 below)"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.2.1 state exactly? Answer with only the text of the rule and no other words.,"Where the Exhaust has more than one Exhaust Outlet:
a. The noise test is repeated for each outlet
b. The highest sound level is used"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.2.2 state exactly? Answer with only the text of the rule and no other words.,"Exhaust Outlets that are not parallel to the ground may be tested outside of the horizontal
plane."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.2.3 state exactly? Answer with only the text of the rule and no other words.,"If the exhaust has any form of active tuning or throttling device or system, the exhaust must
meet all requirements with the device or system in all positions."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.2.4 state exactly? Answer with only the text of the rule and no other words.,"When the exhaust has a manually adjustable tuning device(s):
a. The position of the device must be visible to the officials for the noise test
b. The device must be manually operable by the officials during the noise test
c. The device must not be moved or modified after the noise test is passed"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.3 state exactly? Answer with only the text of the rule and no other words.,"Industrial Engine
An engine which, according to the manufacturers’ specifications and without the required
restrictor, is capable of producing 5 hp per 100 cc or less.
Submit a Rules Question to request approval of an Industrial Engine."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.4.1 state exactly? Answer with only the text of the rule and no other words.,"Maximum Test Speed
The engine speed that corresponds to an average piston speed of:
a. Automotive / Motorcycle engines 914.4 m/min (3,000 ft/min)
b. Industrial Engines 731.5 m/min (2,400 ft/min)
The calculated speed will be rounded to the nearest 500 rpm.
Test Speeds for typical engines are published on the FSAE Online website"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.4.2 state exactly? Answer with only the text of the rule and no other words.,"Idle Test Speed
a. Determined by the vehicle’s calibrated idle speed
b. If the idle speed varies then the vehicle will be tested across the range of idle speeds
determined by the team"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.4.3 state exactly? Answer with only the text of the rule and no other words.,The vehicle must be compliant at all engine speeds up to the maximum defined Test Speed.
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.5 state exactly? Answer with only the text of the rule and no other words.,"Maximum Permitted Sound Level
a. At idle 103 dBC, fast weighting
b. At all other speeds 110 dBC, fast weighting"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.6.1 state exactly? Answer with only the text of the rule and no other words.,Noise levels may be monitored at any time
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.6.2 state exactly? Answer with only the text of the rule and no other words.,The Noise Test may be repeated at any time
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.7 state exactly? Answer with only the text of the rule and no other words.,"Switch Function
The function of one or more of the Primary Master Switch IC.9.3, Cockpit Main Switch IC.9.4,
and/or BOTS T.3.3 will be verified during the Noise Test"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.10.8 state exactly? Answer with only the text of the rule and no other words.,"Noise Test Completion
Noise Tests must be passed before a vehicle may attempt any further inspections"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.11.1 state exactly? Answer with only the text of the rule and no other words.,"Rain Test Requirements
• Tractive System must be Active
• The vehicle must not be in Ready to Drive mode (EV.7)
• Any driven wheels must not touch the ground
• A driver must not be seated in the vehicle"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.11.2 state exactly? Answer with only the text of the rule and no other words.,"Rain Test Conduct
The water spray will be rain like, not a direct high pressure water jet
a. Spray water at the vehicle from any possible direction for 120 seconds
b. Stop the water spray
c. Observe the vehicle for 120 seconds"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.11.3 state exactly? Answer with only the text of the rule and no other words.,"Rain Test Completion
The test is passed if the Insulation Monitoring Device (EV.7.6) does not react during the entire
240 seconds duration"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.12.1 state exactly? Answer with only the text of the rule and no other words.,"Objective
The brake system will be dynamically tested and must demonstrate the capability of locking all
four wheels when stopping the vehicle in a straight line at the end of an acceleration run
specified by the brake inspectors"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.12.2.1 state exactly? Answer with only the text of the rule and no other words.,"Brake Test procedure:
a. Accelerate to speed (typically getting into 2nd gear) until reaching the designated area
b. Apply the brakes with force sufficient to demonstrate full lockup of all four wheels"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.12.2.2 state exactly? Answer with only the text of the rule and no other words.,"The Brake Test passes if:
• All four wheels lock up
• The engine stays running during the complete test"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.12.3.1 state exactly? Answer with only the text of the rule and no other words.,"Brake Test procedure:
a. Accelerate to speed until reaching the designated area
b. Switch off the Tractive System
c. Apply the brakes with force sufficient to demonstrate full lockup of all four wheels"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.12.3.2 state exactly? Answer with only the text of the rule and no other words.,The Brake Test passes if all four wheels lock while the Tractive System is shut down
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.12.3.3 state exactly? Answer with only the text of the rule and no other words.,"The Tractive System Active Light may switch a short time after the vehicle has come to a
complete stop as the reduction of the system voltage is not immediate. See EV.7.2.2.c"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.13.1.1 state exactly? Answer with only the text of the rule and no other words.,"When all parts of Technical Inspection are complete as shown on the Technical Inspection
sheet, the vehicle receives Inspection Approval"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.13.1.2 state exactly? Answer with only the text of the rule and no other words.,The completed Inspection Sticker denotes the Inspection Approval
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.13.1.3 state exactly? Answer with only the text of the rule and no other words.,"The Inspection Approval is contingent on the vehicle remaining in the required condition
throughout the competition."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.13.1.4 state exactly? Answer with only the text of the rule and no other words.,"The Organizer, Chief Technical Inspector, or a designee may void Inspection Approval at any
time for any reason"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.13.2.1 state exactly? Answer with only the text of the rule and no other words.,Inspection Sticker(s) are issued following the completion of all or part of Technical Inspection
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.13.2.2 state exactly? Answer with only the text of the rule and no other words.,Inspection Sticker(s) must show in the location given in VE.1.4
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.13.3.1 state exactly? Answer with only the text of the rule and no other words.,"Inspection Stickers may be removed from vehicles that are not in compliance with the Rules or
are required to be Reinspected."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.13.3.2 state exactly? Answer with only the text of the rule and no other words.,"Inspection Approval is valid only for the duration of the specific Formula SAE competition
during which the inspection is conducted."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.14.1 state exactly? Answer with only the text of the rule and no other words.,"Prior to Inspection Approval
Once the vehicle has been presented for judging in the Cost or Design Events, or submitted for
Technical Inspection, and until the vehicle has the full Inspection Approval, the only
modifications permitted to the vehicle are those directed by the Inspector(s) and noted on the
Inspection Form."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.14.2.1 state exactly? Answer with only the text of the rule and no other words.,"The vehicle must maintain all required specifications (including but not limited to ride height,
suspension travel, braking capacity (pad material/composition), sound level and wing location)
throughout the competition."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule IN.14.2.2 state exactly? Answer with only the text of the rule and no other words.,"Changes to fit the vehicle to different drivers are allowed. Permitted changes are:
• Adjustment of the driver restraint system, Head Restraint, seat and pedal assembly
• Substitution of the Head Restraint or seat insert
• Adjustment of mirrors"
